,id,date,username,name,tweet,language,sentiment,positive_score,negative_score,neutral_score,mixed_score
188,1366457215620636680,2021-03-01,alyafei71,ALQATARI ﮼عبدالمحسن,@GoRafeeq @F_6_A_I_M انا توني طالب امس عن طريق تطبيقكم.   الاكل وصل متأخر وبارد ومب كامل.   والموظف وعدني يرجع ثمن اللي ناقص في حسابي ويكنسله.   لكن .. ما صار شي من هالكلام.  الطلب ما تكنسل وطبعا وصلني متأخر ... بعد ما اكلت وخصلت والمبلغ مارجعلي.   النظام عندكم صار نظام تسليك للزبون.,ar,NEGATIVE,0.002660013735294342,0.9611989259719849,0.03604944422841072,9.152757411357015e-05
189,1366403521512366092,2021-03-01,khalid974974,k,@alkhor_live @im_qatar @GoRafeeq مجاملجي رقم 1، بس عشان لك ستور عندهم اكيد بتمدحهم .,ar,NEUTRAL,0.17335696518421173,0.1883997768163681,0.6356194615364075,0.0026238213758915663
190,1366396971355889664,2021-03-01,pearlqtr,pearl 🎀,@GoRafeeq 👍🏻,und,NEUTRAL,0.01604580320417881,0.0014503211714327335,0.9824765920639038,2.7276400942355394e-05
193,1366321905364574217,2021-03-01,f_6_a_i_m,F6aim,@alkhor_live @im_qatar @GoRafeeq كانت من بين الافضل .. وصارت أسوء خدمه عذر ورى عذر و اسوء سائقين والاوردر يبرد عند المطعم بالساعه وشي ولا ياخذه ويوصل بارد .. للأسف ان مستواه تدنى جداً.. اما من ناحية الاماكن اللي يوصلها فكان ولازال الأحسن انه يغطي اماكن توصيل اكثر من باقي الشركات,ar,MIXED,0.0013004881329834461,0.021449841558933258,0.0005440452951006591,0.9767056107521057
196,1366265183253979140,2021-03-01,pearlqtr,pearl 🎀,@GoRafeeq ما رضيتوا ترجعونه لي بالمحفظه !!  وقلتوا انسحب من البنك يرجع للبنك ولين احين ما رجع المبلغ  ممكن تكلموني وتحلون المشكله ،، لان البداله يقولون لي مالنا صلاحيات ومانعرف اشلون نرجع المبلغ,ar,NEGATIVE,0.0023862814996391535,0.9316591620445251,0.06593646109104156,1.802551923901774e-05
198,1366182300099166209,2021-03-01,abdullah_qtr974,عبدالله أل قطر 🇶🇦 فشت الديبل,@im_qatar للمسافات القريبه @Talabat  للمسافات البعيده @GoRafeeq,ar,NEUTRAL,0.0072979978285729885,0.00824689120054245,0.9844493269920349,5.714268354495289e-06
199,1366167634287468550,2021-03-01,carriageqatar,Carriage Qatar,"@jassem1991 @GoRafeeq نعتذر منك أخ جاسم على التجربة, الرجاء التواصل معنا عبر الرسائل الخاصة وذلك لخدمتك بشكل أفضل",ar,NEUTRAL,0.03846508637070656,0.15327215194702148,0.8082451820373535,1.7509873941889964e-05
200,1366135573061238786,2021-03-01,3amoroog,3aMoRoo _GaminG,@mo7d_bin_nasser @GoRafeeq @im_qatar @hamadlahdan انا و واحد آخر المشتركين في حساب رفيق على tiktok,ar,NEUTRAL,0.0025854771956801414,0.002183371689170599,0.9952259063720703,5.2660143410321325e-06
201,1366124383924797442,2021-02-28,alkhor_live,#الخور_2022 🇶🇦,@im_qatar @GoRafeeq  الشركة الرائدة والاولى في 🇶🇦,ar,NEUTRAL,0.03826752305030823,0.0028407464269548655,0.9588819146156311,9.882124686555471e-06
202,1366109303669719044,2021-02-28,mo7d_bin_nasser,Mohammed bin Nasser,@im_qatar @hamadlahdan انا ادعم @GoRafeeq رفيق لانها خلقت التنافس في هذا المجال وايضاً احدثت تحديث على برامج التوصيل.,ar,NEUTRAL,0.0738280862569809,0.0017509526805952191,0.924407422542572,1.3580372979049571e-05
203,1366101993345933318,2021-02-28,jassem1991,Jassem Alnaama 💍,@CarriageQatar صرتوا تنافسون @GoRafeeq  في السوءءءءء,ar,NEGATIVE,0.022531576454639435,0.6936575174331665,0.28315073251724243,0.0006601705681532621
205,1366006036457549833,2021-02-28,x__ima,iMa,@GoRafeeq الحين قاعد أتصل الموظفه على الخط تقول مره صوتك يقطع بعدين قالت الدريول مش موجود على الخريطه والحين علقتني !!!!,ar,NEGATIVE,0.007095521315932274,0.662879467010498,0.3299792408943176,4.5755932660540566e-05
206,1366005457173774337,2021-02-28,x__ima,iMa,أخر مره أطلب من رفيق عجل طلب ياخذ ساعه ونص مش معققققول @GoRafeeq  https://t.co/hJLvp3a4vX,ar,NEGATIVE,0.06663543730974197,0.4766414761543274,0.45662233233451843,0.00010075546015286818
211,1365738915169251328,2021-02-27,aazizaljanahi,عبدالعزيز الجناحي,خذوا الجديد والحصري مع @GoRafeeq : بما ان المبلغ رجع في المحفظة قلت خلني اجربهم مرة ثانية كالعادة طولوا ولما اتصلت لهم قالوا الاكل مب جاهز .. اتصلت في المطعم وقالوا ان الطلب جاهز من مدة وناطرين السواق في النهاية اضطريت اصير انا السواق ورحت خذت الطلب بنفسي وسواقهم للحين ما وصل 😂  https://t.co/6TRJDE0SuB,ar,NEGATIVE,0.010907597839832306,0.7085546255111694,0.2804918587207794,4.587004514178261e-05
213,1365717192977895425,2021-02-27,ameena94699343,ameena,@aalharami @GoRafeeq بالتوفيق,ar,POSITIVE,0.8129602074623108,0.0015218063490465283,0.1854907125234604,2.7297886845190078e-05
214,1365688540965842951,2021-02-27,mbn_bughenaim,MBN,@BigEey @CarriageQatar احسن من @GoRafeeq 🤢,ar,POSITIVE,0.8225533366203308,0.0037149174604564905,0.17369315028190613,3.858716445392929e-05
215,1365596590908596225,2021-02-27,olfaembaya,olfa ,@GoRafeeq تستاهلون الدعم 😍,ar,NEUTRAL,0.31302139163017273,0.005663328338414431,0.6811521649360657,0.00016311995568685234
217,1365552876450443265,2021-02-27,olfaembaya,olfa ,@GoRafeeq نمبر وان 👍,ar,NEUTRAL,0.004490170162171125,0.00036608174559660256,0.9951366782188416,7.086446657922352e-06
219,1365367217232166919,2021-02-26,yalkarani,yk,@GoRafeeq اسوء برنامج توصيل في قطر. طلبت من مطعم و المطعم قبل الى طول بس محد استلم الطلب لمدة ساعتين و كنسلت طلبي  رحت طلبت من مطعم ثاني و المطعم قبل الطلب بس محد استلم الطلب بعد ساعه من قبول الطلب من المطعم..و كنسلت هالطلق بعد والله فرق بين خدمة عملاء @Talabat و هالبرنامج التعيس,ar,NEGATIVE,0.0029744338244199753,0.9578360319137573,0.03900802880525589,0.00018154547433368862
221,1365343188534366211,2021-02-26,mohammedalnaim5,Mohammed al,@GoRafeeq احسن برنامج توصيل 👍,ar,POSITIVE,0.9781625866889954,0.0004423556965775788,0.02135922759771347,3.572702917153947e-05
225,1365239482400784388,2021-02-26,_malmalki_,‏ ‏﮼مهره ﮼المالكي 🇶🇦,@GoRafeeq  سؤال: اخبر توصيلكم 10 شللي خلاه 20 ؟ اروح طلبات ولا كرج افضل وخيارات اكثر بعد 😒,ar,NEUTRAL,0.0027158891316503286,0.03539372980594635,0.9618760943412781,1.4301251212600619e-05
226,1365193915809353728,2021-02-26,mohamedmufiz,Mohamed Mufiz,@MoAwesomeSauce @snoonu_qa @halhjri14 I heard gorafeeq is delaying payment to restaurants as there is some management issues Many restaurants are complaining about non payments of dues. Take care restaurant owners,en,NEGATIVE,0.008066023699939251,0.5726227760314941,0.40570420026779175,0.013606988824903965
227,1365055290194952195,2021-02-26,65aeyx,🇶🇦/🇬🇧,@alnaamaaa @GoRafeeq طلبات وبس,ar,NEUTRAL,0.014266102574765682,0.0012233629822731018,0.9845014214515686,9.064613550435752e-06
228,1365023927173607427,2021-02-25,i_alfadhala,ابراهيم الفضاله,@GoRafeeq اسوء شركة توصيل بامتيياز للاسف في انحدار الاكل يوصل بعد ساعتين وبارد هاذي اخر مره اتعامل مع شركتكم عطيتكم بدل الفرصه ثلاث واثبتوا سوء خدمتكم. فديت كاريدج وسنونو وطلبات ابرك منكم,ar,NEGATIVE,0.00020311646221671253,0.9970059990882874,0.0027345018461346626,5.640415838570334e-05
229,1365015522622889986,2021-02-25,3889_ali,ali aahmaed 3889,@Snoop_Doge1 @halhjri14 @GoRafeeq وفالنهاية الشركتين قطريات وتدار بكفاءة قطريه لاسنون يقدر ياخذ رزق رفيق  والعكس صحيح,ar,NEUTRAL,0.30279046297073364,0.28320756554603577,0.413377970457077,0.0006239541107788682
230,1365015291617374210,2021-02-25,3889_ali,ali aahmaed 3889,@Snoop_Doge1 @halhjri14 @GoRafeeq انا عن نفسي اشوف واثق الخطوه يمشي ملك ولو سنونو فعلا اقوى من رفيق مثل مايدعون ماكان لجاء حق توتر كان رد عليه فالميدان لكن التوجه لمنصاة التواصل الاجتماعي وطرحه لمثل هذه المواضيع  وبهذا الاسلوب الا لاستعطاف الرأي العام  واعتقد خطوه غير موافق,ar,NEGATIVE,0.007663387805223465,0.8516694903373718,0.13552774488925934,0.005139433313161135
231,1365007916206546945,2021-02-25,snoop_doge1,Snoop Doge (fake),@3889_ali @halhjri14 @GoRafeeq لا يتصرفون، والدليل انه صاحب التغريده الرئيسيه مسح كل حسابه بعد ما انكشف,ar,NEUTRAL,0.0005081892013549805,0.153794065117836,0.8456822633743286,1.550557863083668e-05
232,1364982966275870720,2021-02-25,hamad123444321,Hamad,@halhjri14 @GoRafeeq  @snoonu_qa  https://t.co/G91yCK2sfk,und,NEUTRAL,0.0013064208906143904,0.0007429220131598413,0.9977973699569702,0.00015327268920373172
233,1364981777362690052,2021-02-25,hamad123444321,Hamad,@halhjri14 انا فعين خالد واحول مع سنونو كل مره يطلعلي اني بعيد وخارج قطر @snoonu_qa  وايذا اطلب عن طريق رفيق ماتستويلي هالمشكله @GoRafeeq  اتمنى من ادارة سنونو تطوير الابلكيشن  ولا تواصلو مع رفيق وتعاملو مع نفس شركت الابلكيشن وشكرا  https://t.co/0S2DkDndQe,ar,NEUTRAL,0.16878652572631836,0.21621236205101013,0.6146805286407471,0.000320577179081738
234,1364976937878183940,2021-02-25,3889_ali,ali aahmaed 3889,@halhjri14 @GoRafeeq  الاخوان في رفيق رفعو من من علامتهم التجاريه وذلك عن طريق ربط العلامه بمشاهير التواصل الاجتماعي وهذا شي يحسب للاداره وحاليا  هم  رقم واحد فقطر ماتوقع انهم يتصرفون بهذه الطريقه,ar,NEUTRAL,0.0032071308232843876,0.1013486459851265,0.8954266905784607,1.7466290955781005e-05
236,1364969298859601930,2021-02-25,dohanews,Doha News,"Top stories in Qatar on #TheRoundUp today:  🇧🇭#Bahrain sends envoy to deliver an official talks invite 🏠Quarantine policies for children of vaccinated parents 👸The ‘princess’, the footballer and #UNESCO 🛵Beef between @snoonu_qa and @GoRafeeq  https://t.co/E5kuNM2CBH",en,NEUTRAL,0.07182338088750839,0.0003765975998248905,0.9277731776237488,2.6802450520335697e-05
237,1364947841039429632,2021-02-25,gulfmalayaly,gulfmalayaly,ഖത്തറിലെ ഡെലിവറി കമ്പനികള്‍ തമ്മില്‍ തര്‍ക്കം; ഗോറഫീഖ് മനപൂര്‍വ്വം ബിസിനസ് തകര്‍ക്കാന്‍ ശ്രമിക്കുന്നുവെന്ന് സ്‌നൂനു  https://t.co/mqAxc1O2yC #GoRafeeq #Snoonu #DeliveryAgent,ml,,,,,
238,1364939676419645444,2021-02-25,faisal_aljanahi,Faisal Ali Al-Janahi,والله أفشل برنامج توصيل طلبات @GoRafeeq ومن زمان اتجنب أطلب منهم ، عاد بعد هالحركة الحين امسح حسابي والبرنامج 👌🏼,ar,,,,,
239,1364933658977603588,2021-02-25,vvip_q6r,doha,@AKhalil_90 @halhjri14 @GoRafeeq رفيق سااااحبين عليه وعلى موضوعه مب مهتمين فيه اصلن 😂😂,ar,,,,,
241,1364916602513276928,2021-02-25,alnaamaaa,m3ood 🦦,@crunchyhissa @GoRafeeq even their call center is abandoned. Rafeeq is literally the worst in doha.,en,,,,,
242,1364916057715187720,2021-02-25,crunchyhissa,hissa,@alnaamaaa @GoRafeeq dude their app doesn’t even function 💀,en,,,,,
243,1364915399960260610,2021-02-25,alnaamaaa,m3ood 🦦,بووووووه اشوه مب بس انا اللي لايعه جبدي من @GoRafeeq اقول يبه سكروا بزنسكم ابرك لانه خدمتكم واااااااااااااااايد تعبانه.,ar,,,,,
244,1364909028615344136,2021-02-25,dohanews,Doha News,"🛵Whats the beef? Local delivery giants @snoonu_qa and @GoRafeeq are currently in a dispute, with the co-founder of one of the companies calling out his competitor for alleged questionable moves. Read more👇  https://t.co/4l8zcY2yjk",en,,,,,
245,1364881792990240768,2021-02-25,aln_sbh,sbh_aln,@GoRafeeq ليش مانعين الكومنتات فالبوستات الثانيه يعنى 😂بس بخصوص منتجات المشاهير شنو هالاسعار المبالغ فيها عاد ليته شي يستاهل و مب منتج صيني يكون,ar,,,,,
246,1364879875782320130,2021-02-25,m__qatar007,محمد القطري 💙 🇶🇦,@abdulla_meerza @halhjri14 @GoRafeeq شلوتي 🦵  https://t.co/NDGrT6ZOLd,ar,,,,,
247,1364853461213323264,2021-02-25,wadahiii,وضحى بنت محمد,"@GoRafeeq @__hayyee Sad to say , but rafeeq has the worst and slowest delivery ever . If you still use rafeeq how does it feel to wait so long for an order",en,,,,,
248,1364849974517764096,2021-02-25,naylalmisned,nis,"@GoRafeeq @__hayyee Not y’all getting brave when your entire customer service team, delivery and low quality app lives in the depths of hell.  https://t.co/QgLk9P7jV8",en,,,,,
249,1364849889788764160,2021-02-25,a95_q,Abdulrahman 🇶🇦,@halhjri14 @GoRafeeq امححق بس طلع هذا نظامكم 👎🏼👎🏼,ar,,,,,
250,1364833658591465472,2021-02-25,mohmdmarafi,Mohammed A. Marafi,@GoRafeeq @__hayyee Are you serious?? You are the slowest in terms of delivery. Your app is horrible and very outdated. Sorry to say it but you are not that good...,en,,,,,
251,1364825526121107461,2021-02-25,aey_the_,Ali,@GoRafeeq @__hayyee اعمل نفسك ميت اعمل نفسك ميت,ar,,,,,
252,1364818153776291841,2021-02-25,hemayanalkuwari,هميان الكواري⚖️🇶🇦,@GoRafeeq @__hayyee كانت عندي نسبة شك ١٪ بس بعد ما انحذف الاكاونت تاكدت .. قطع الاعناق و لا قطع الارزاق .. الانانيه و الحسد من اسوء الصفات في الانسان .. للاسف في ناس الفلوس عمت عينهم و بدل ما يحبون الخير للي حولهم صارو يبونه لهم بروحهم ..,ar,,,,,
254,1364780507486117888,2021-02-25,mohamedbasher93,م ص م ب,@GoRafeeq ننتظر الرد على جميع المغردين وكنت اتمنى الرد يكون اسرع أو بنفس السرعة الي تم الرد عليها في التغريدة أدناه! من غير مبررات و من غير الصورة حقيقة أو لا اعتقد الموضوع وأضح ووين المهنية وأخلاق المهنة؟ المنافسة لا تكون بهذا الشكل.,ar,,,,,
255,1364738147288944641,2021-02-25,3889_ali,ali aahmaed 3889,@halhjri14 للامانا مافي مقارنه بين رفيق وسنونو سنونو لاتسويق ولابراندينق  اما رفيق مستوى ثاني @GoRafeeq  اشكر القائمين ع رفيق 🤍🤍🤍🤍🤍,ar,,,,,
